ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesAmount
354,20120203,20120215,20120210,12586,2071.4196
362,20120203,20120215,20120210,28541,2049.0982
368,20120204,20120216,20120211,16275,2443.35
381,20120204,20120216,20120211,14006,1000.4375
375,20120204,20120216,20120211,28832,2181.5625
371,20120204,20120216,20120211,13362,2181.5625
371,20120204,20120216,20120211,25408,2181.5625
371,20120204,20120216,20120211,13384,2181.5625
375,20120204,20120216,20120211,13325,2181.5625
371,20120204,20120216,20120211,13326,2181.5625
371,20120204,20120216,20120211,21258,2181.5625
368,20120204,20120216,20120211,21556,2443.35
352,20120204,20120216,20120211,12677,2071.4196
375,20120205,20120217,20120212,16406,2181.5625
371,20120205,20120217,20120212,13243,2181.5625
375,20120205,20120217,20120212,13283,2181.5625
379,20120205,20120217,20120212,13357,2181.5625
354,20120205,20120217,20120212,26296,2071.4196
343,20120205,20120217,20120212,27027,782.99
379,20120205,20120217,20120212,21389,2181.5625
371,20120205,20120217,20120212,13348,2181.5625
379,20120206,20120218,20120213,16308,2181.5625
375,20120206,20120218,20120213,13238,2181.5625
356,20120206,20120218,20120213,26290,2071.4196
371,20120206,20120218,20120213,21225,2181.5625
369,20120206,20120218,20120213,21230,2443.35
362,20120206,20120218,20120213,12684,2049.0982
343,20120206,20120218,20120213,26033,782.99
339,20120206,20120218,20120213,26131,782.99
389,20120207,20120219,20120214,18133,1000.4375
375,20120207,20120219,20120214,13324,2181.5625
377,20120207,20120219,20120214,21259,2181.5625
360,20120207,20120219,20120214,12669,2049.0982
370,20120208,20120220,20120215,15625,2443.35
370,20120208,20120220,20120215,25363,2443.35
360,20120208,20120220,20120215,28547,2049.0982
321,20120208,20120220,20120215,26024,782.99
335,20120208,20120220,20120215,26133,782.99
370,20120209,20120221,20120216,13801,2443.35
373,20120209,20120221,20120216,28837,2181.5625
369,20120209,20120221,20120216,25864,2443.35
360,20120209,20120221,20120216,26280,2049.0982
362,20120209,20120221,20120216,26300,2049.0982
369,20120209,20120221,20120216,21403,2443.35
375,20120209,20120221,20120216,21408,2181.5625
371,20120209,20120221,20120216,21418,2181.5625
362,20120209,20120221,20120216,12671,2049.0982
360,20120210,20120222,20120217,12123,2049.0982
370,20120210,20120222,20120217,15649,2443.35
368,20120210,20120222,20120217,15656,2443.35
375,20120210,20120222,20120217,13419,2181.5625
377,20120210,20120222,20120217,13286,2181.5625
352,20120210,20120222,20120217,26281,2071.4196
377,20120210,20120222,20120217,21228,2181.5625
373,20120210,20120222,20120217,21552,2181.5625
352,20120210,20120222,20120217,12668,2071.4196
356,20120210,20120222,20120217,12675,2071.4196
354,20120210,20120222,20120217,12584,2071.4196
368,20120210,20120222,20120217,13812,2443.35
358,20120211,20120223,20120218,11492,2049.0982
381,20120211,20120223,20120218,14022,1000.4375
383,20120211,20120223,20120218,14026,1000.4375
377,20120211,20120223,20120218,28848,2181.5625
370,20120211,20120223,20120218,13287,2443.35
368,20120211,20120223,20120218,13329,2443.35
354,20120211,20120223,20120218,26298,2071.4196
335,20120211,20120223,20120218,15200,782.99
379,20120211,20120223,20120218,21380,2181.5625
356,20120211,20120223,20120218,12133,2071.4196
371,20120212,20120224,20120219,13806,2181.5625
385,20120212,20120224,20120219,18134,1000.4375
389,20120212,20120224,20120219,19253,1000.4375
373,20120212,20120224,20120219,28818,2181.5625
369,20120212,20120224,20120219,25892,2443.35
379,20120212,20120224,20120219,13382,2181.5625
371,20120212,20120224,20120219,16328,2181.5625
329,20120212,20120224,20120219,20162,782.99
377,20120212,20120224,20120219,13269,2181.5625
371,20120212,20120224,20120219,13355,2181.5625
362,20120212,20120224,20120219,26286,2049.0982
377,20120212,20120224,20120219,21218,2181.5625
370,20120213,20120225,20120220,14169,2443.35
323,20120213,20120225,20120220,20051,782.99
373,20120213,20120225,20120220,13247,2181.5625
356,20120213,20120225,20120220,26277,2071.4196
356,20120213,20120225,20120220,26285,2071.4196
370,20120214,20120226,20120221,25883,2443.35
377,20120214,20120226,20120221,25371,2181.5625
352,20120214,20120226,20120221,26301,2071.4196
333,20120214,20120226,20120221,15256,782.99
337,20120214,20120226,20120221,27043,782.99
369,20120214,20120226,20120221,21359,2443.35
370,20120214,20120226,20120221,21379,2443.35
389,20120214,20120226,20120221,24609,1000.4375
362,20120214,20120226,20120221,12578,2049.0982
360,20120214,20120226,20120221,12580,2049.0982
377,20120215,20120227,20120222,16287,2181.5625
389,20120215,20120227,20120222,19195,1000.4375
368,20120215,20120227,20120222,28836,2443.35
360,20120215,20120227,20120222,26299,2049.0982
375,20120215,20120227,20120222,21222,2181.5625
369,20120215,20120227,20120222,21361,2443.35
362,20120215,20120227,20120222,12577,2049.0982
358,20120215,20120227,20120222,12579,2049.0982
370,20120216,20120228,20120223,13823,2443.35
381,20120216,20120228,20120223,26316,1000.4375
370,20120216,20120228,20120223,25875,2443.35
369,20120216,20120228,20120223,15659,2443.35
375,20120216,20120228,20120223,13277,2181.5625
368,20120216,20120228,20120223,13314,2443.35
375,20120216,20120228,20120223,25288,2181.5625
375,20120216,20120228,20120223,13237,2181.5625
358,20120216,20120228,20120223,26295,2049.0982
371,20120216,20120228,20120223,21256,2181.5625
362,20120216,20120228,20120223,11564,2049.0982
373,20120217,20120229,20120224,15627,2181.5625
379,20120217,20120229,20120224,16250,2181.5625
389,20120217,20120229,20120224,19260,1000.4375
375,20120217,20120229,20120224,16317,2181.5625
385,20120217,20120229,20120224,14023,1000.4375
368,20120217,20120229,20120224,28834,2443.35
370,20120217,20120229,20120224,16405,2443.35
371,20120217,20120229,20120224,21384,2181.5625
381,20120217,20120229,20120224,24612,1000.4375
368,20120217,20120229,20120224,21559,2443.35
362,20120217,20120229,20120224,28540,2049.0982
339,20120217,20120229,20120224,20712,782.99
385,20120218,20120301,20120225,19193,1000.4375
375,20120218,20120301,20120225,16420,2181.5625
343,20120218,20120301,20120225,20713,782.99
371,20120218,20120301,20120225,13292,2181.5625
375,20120218,20120301,20120225,13340,2181.5625
377,20120218,20120301,20120225,13346,2181.5625
379,20120218,20120301,20120225,21217,2181.5625
377,20120218,20120301,20120225,21226,2181.5625
352,20120218,20120301,20120225,12676,2071.4196
356,20120218,20120301,20120225,12683,2071.4196
333,20120219,20120302,20120226,15276,782.99
358,20120219,20120302,20120226,11561,2049.0982
373,20120219,20120302,20120226,16417,2181.5625
368,20120219,20120302,20120226,14141,2443.35
377,20120219,20120302,20120226,13298,2181.5625
375,20120219,20120302,20120226,13351,2181.5625
375,20120219,20120302,20120226,13233,2181.5625
362,20120219,20120302,20120226,26305,2049.0982
379,20120219,20120302,20120226,21560,2181.5625
358,20120219,20120302,20120226,12589,2049.0982
368,20120220,20120303,20120227,16410,2443.35
375,20120220,20120303,20120227,13250,2181.5625
377,20120220,20120303,20120227,21555,2181.5625
352,20120220,20120303,20120227,12674,2071.4196
375,20120220,20120303,20120227,21402,2181.5625
362,20120221,20120304,20120228,28512,2049.0982
360,20120221,20120304,20120228,28519,2049.0982
381,20120221,20120304,20120228,18140,1000.4375
371,20120221,20120304,20120228,29013,2181.5625
368,20120221,20120304,20120228,13420,2443.35
370,20120221,20120304,20120228,16407,2443.35
339,20120221,20120304,20120228,19076,782.99
343,20120221,20120304,20120228,15289,782.99
371,20120221,20120304,20120228,21219,2181.5625
379,20120221,20120304,20120228,21404,2181.5625
362,20120221,20120304,20120228,12680,2049.0982
352,20120222,20120305,20120229,11615,2071.4196
389,20120222,20120305,20120229,17099,1000.4375
381,20120222,20120305,20120229,19258,1000.4375
373,20120222,20120305,20120229,15655,2181.5625
368,20120222,20120305,20120229,13402,2443.35
373,20120222,20120305,20120229,29135,2181.5625
329,20120222,20120305,20120229,19944,782.99
375,20120222,20120305,20120229,13280,2181.5625
373,20120222,20120305,20120229,13353,2181.5625
360,20120222,20120305,20120229,26297,2049.0982
368,20120222,20120305,20120229,21558,2443.35
371,20120223,20120306,20120301,16318,2181.5625
379,20120223,20120306,20120301,13811,2181.5625
385,20120223,20120306,20120301,19192,1000.4375
383,20120223,20120306,20120301,18139,1000.4375
387,20120223,20120306,20120301,14005,1000.4375
385,20120223,20120306,20120301,14024,1000.4375
377,20120223,20120306,20120301,13385,2181.5625
371,20120223,20120306,20120301,13403,2181.5625
369,20120223,20120306,20120301,13425,2443.35
337,20120223,20120306,20120301,20717,782.99
358,20120223,20120306,20120301,26292,2049.0982
360,20120223,20120306,20120301,12670,2049.0982
323,20120223,20120306,20120301,26029,782.99
379,20120224,20120307,20120302,16272,2181.5625
369,20120224,20120307,20120302,25393,2443.35
369,20120224,20120307,20120302,28798,2443.35
335,20120224,20120307,20120302,20711,782.99
327,20120224,20120307,20120302,20718,782.99
377,20120224,20120307,20120302,13316,2181.5625
354,20120224,20120307,20120302,26303,2071.4196
333,20120224,20120307,20120302,15252,782.99
333,20120224,20120307,20120302,15280,782.99
373,20120224,20120307,20120302,21231,2181.5625
362,20120224,20120307,20120302,12673,2049.0982
379,20120225,20120308,20120303,13840,2181.5625
369,20120225,20120308,20120303,13361,2443.35
379,20120225,20120308,20120303,14154,2181.5625
375,20120225,20120308,20120303,13273,2181.5625
370,20120225,20120308,20120303,13299,2443.35
377,20120225,20120308,20120303,13315,2181.5625
373,20120225,20120308,20120303,13354,2181.5625
343,20120225,20120308,20120303,15287,782.99
362,20120226,20120309,20120304,28529,2049.0982
377,20120226,20120309,20120304,13400,2181.5625
373,20120226,20120309,20120304,13278,2181.5625
379,20120226,20120309,20120304,13288,2181.5625
377,20120226,20120309,20120304,13304,2181.5625
360,20120226,20120309,20120304,12681,2049.0982
379,20120227,20120310,20120305,13367,2181.5625
369,20120227,20120310,20120305,16324,2443.35
333,20120227,20120310,20120305,20807,782.99
356,20120227,20120310,20120305,20350,2071.4196
368,20120227,20120310,20120305,21229,2443.35
369,20120227,20120310,20120305,21557,2443.35
356,20120227,20120310,20120305,12581,2071.4196
339,20120227,20120310,20120305,26027,782.99
354,20120228,20120311,20120306,28520,2071.4196
373,20120228,20120311,20120306,16277,2181.5625
371,20120228,20120311,20120306,15626,2181.5625
369,20120228,20120311,20120306,13401,2443.35
368,20120228,20120311,20120306,25104,2443.35
360,20120228,20120311,20120306,26304,2049.0982
379,20120228,20120311,20120306,21553,2181.5625
354,20120228,20120311,20120306,12686,2071.4196
356,20120228,20120311,20120306,12583,2071.4196
360,20120228,20120311,20120306,12585,2049.0982
321,20120228,20120311,20120306,26025,782.99
331,20120228,20120311,20120306,26028,782.99
321,20120229,20120312,20120307,19255,782.99
356,20120229,20120312,20120307,26320,2071.4196
375,20120301,20120313,20120308,15926,2181.5625
373,20120301,20120313,20120308,14203,2181.5625
370,20120301,20120313,20120308,16461,2443.35
341,20120301,20120313,20120308,15303,782.99
381,20120301,20120313,20120308,24887,1000.4375
371,20120301,20120313,20120308,13446,2181.5625
329,20120301,20120313,20120308,26152,782.99
383,20120302,20120314,20120309,19301,1000.4375
358,20120302,20120314,20120309,28685,2049.0982
370,20120302,20120314,20120309,14539,2443.35
379,20120302,20120314,20120309,13438,2181.5625
369,20120302,20120314,20120309,21875,2443.35
379,20120302,20120314,20120309,21893,2181.5625
369,20120302,20120314,20120309,21945,2443.35
352,20120302,20120314,20120309,12693,2071.4196
352,20120303,20120315,20120310,28560,2071.4196
325,20120303,20120315,20120310,20811,782.99
331,20120303,20120315,20120310,20832,782.99
371,20120303,20120315,20120310,21568,2181.5625
373,20120303,20120315,20120310,21899,2181.5625
370,20120303,20120315,20120310,21948,2443.35
379,20120304,20120316,20120311,14424,2181.5625
371,20120304,20120316,20120311,16452,2181.5625
371,20120304,20120316,20120311,14524,2181.5625
377,20120304,20120316,20120311,14538,2181.5625
377,20120305,20120317,20120312,16427,2181.5625
379,20120305,20120317,20120312,13426,2181.5625
368,20120305,20120317,20120312,21888,2443.35
371,20120305,20120317,20120312,21895,2181.5625
369,20120306,20120318,20120313,15932,2443.35
335,20120306,20120318,20120313,19181,782.99
358,20120307,20120319,20120314,28569,2049.0982
373,20120307,20120319,20120314,15927,2181.5625
368,20120307,20120319,20120314,16196,2443.35
371,20120307,20120319,20120314,16470,2181.5625
370,20120307,20120319,20120314,14170,2443.35
325,20120307,20120319,20120314,27071,782.99
377,20120307,20120319,20120314,21572,2181.5625
369,20120307,20120319,20120314,21951,2443.35
360,20120307,20120319,20120314,12214,2049.0982
383,20120308,20120320,20120315,19278,1000.4375
383,20120308,20120320,20120315,19299,1000.4375
360,20120308,20120320,20120315,11605,2049.0982
352,20120308,20120320,20120315,26307,2071.4196
354,20120308,20120320,20120315,26324,2071.4196
333,20120308,20120320,20120315,15311,782.99
370,20120308,20120320,20120315,21892,2443.35
368,20120308,20120320,20120315,21957,2443.35
352,20120308,20120320,20120315,12688,2071.4196
375,20120309,20120321,20120316,14200,2181.5625
373,20120309,20120321,20120316,16446,2181.5625
368,20120309,20120321,20120316,15675,2443.35
377,20120309,20120321,20120316,15684,2181.5625
354,20120309,20120321,20120316,26308,2071.4196
362,20120309,20120321,20120316,26309,2049.0982
343,20120309,20120321,20120316,15308,782.99
373,20120309,20120321,20120316,21946,2181.5625
337,20120309,20120321,20120316,26153,782.99
389,20120310,20120322,20120317,19263,1000.4375
369,20120310,20120322,20120317,16445,2443.35
387,20120310,20120322,20120317,14089,1000.4375
371,20120310,20120322,20120317,13443,2181.5625
370,20120310,20120322,20120317,21567,2443.35
379,20120310,20120322,20120317,21889,2181.5625
354,20120310,20120322,20120317,12215,2071.4196
360,20120310,20120322,20120317,28559,2049.0982
352,20120311,20120323,20120318,11598,2071.4196
377,20120311,20120323,20120318,13429,2181.5625
329,20120311,20120323,20120318,15312,782.99
339,20120311,20120323,20120318,15325,782.99
383,20120311,20120323,20120318,24888,1000.4375
371,20120311,20120323,20120318,21886,2181.5625
329,20120311,20120323,20120318,26148,782.99
385,20120312,20120324,20120319,14083,1000.4375
387,20120312,20120324,20120319,14088,1000.4375
371,20120312,20120324,20120319,13436,2181.5625
379,20120312,20120324,20120319,13449,2181.5625
329,20120312,20120324,20120319,20824,782.99
362,20120312,20120324,20120319,26326,2049.0982
341,20120312,20120324,20120319,15314,782.99
373,20120312,20120324,20120319,21571,2181.5625
377,20120312,20120324,20120319,21956,2181.5625
358,20120312,20120324,20120319,12694,2049.0982
354,20120312,20120324,20120319,28553,2071.4196
360,20120313,20120325,20120320,28683,2049.0982
333,20120313,20120325,20120320,20166,782.99
331,20120313,20120325,20120320,20834,782.99
343,20120313,20120325,20120320,19256,782.99
337,20120313,20120325,20120320,15290,782.99
371,20120313,20120325,20120320,21878,2181.5625
368,20120313,20120325,20120320,21950,2443.35
354,20120313,20120325,20120320,12698,2071.4196
362,20120313,20120325,20120320,12222,2049.0982
368,20120313,20120325,20120320,15674,2443.35
379,20120314,20120326,20120321,14701,2181.5625
377,20120314,20120326,20120321,13431,2181.5625
370,20120314,20120326,20120321,25981,2443.35
362,20120314,20120326,20120321,12699,2049.0982
325,20120315,20120327,20120322,27053,782.99
321,20120315,20120327,20120322,15328,782.99
377,20120315,20120327,20120322,21944,2181.5625
368,20120315,20120327,20120322,21955,2443.35
356,20120315,20120327,20120322,12210,2071.4196
377,20120316,20120328,20120323,15697,2181.5625
389,20120316,20120328,20120323,24613,1000.4375
